source_player_id,player_name,birth_date,country,season,league,role,age,sample_size,k_pct,bb_pct,iso,contact_pct,chase_pct,avg_fastball_velocity,zone_pct,sprint_speed,biomech_score
INT-0003,Haruto Kim,2003-01-15,Dominican Republic,2024,Dominican Summer League,Position Player,21,318,0.20003980921437356,0.10154559088645392,0.11646810440726639,0.8272793309346215,0.2767101128046456,,,26.01091179379705,45.353093198729745
INT-0003,Haruto Kim,2003-01-15,Dominican Republic,2025,Complex League,Position Player,22,486,0.14409078521111982,0.0901641944322983,0.1608578285466626,0.8059060795440974,0.28088357174155776,,,25.24044804746175,49.54918281703943
INT-0004,Luis Estrada,2004-09-26,VZ,2022,Dominican Summer League,Pitcher,18,95,0.21549455239706092,0.11054363277721486,,,,112.0,0.43321431285234036,,48.74725296502532
INT-0004,Luis Estrada,2004-09-26,Venezuela,2023,Dominican Summer League,Pitcher,19,279,0.1981480521901939,0.10753057565429157,,,,89.77422846842758,0.47390964853294365,,48.90334971532286
INT-0004,Luis Estrada,2004-09-26,VZ,2024,Dominican Summer League,Pitcher,20,188,0.25380818605252436,0.14935814472665612,,,,92.78036890640541,0.45667406319985726,,51.147153415498416
INT-0004,Luis Estrada,2004-09-26,Venezuela,2025,Dominican Summer League,Pitcher,21,444,0.27818532044571237,0.13611011263183956,,,,91.73177038606592,0.467036248045998,,60.72088870114665
INT-0005,Seong-hyun Garcia,2006-08-13,Dominican Republic,2024,Dominican Summer League,Position Player,18,251,0.217844320083842,0.05121825903146305,0.07275285665740858,0.6941222225673965,0.29425259804512893,,,25.90145963876383,44.04433143242957
INT-0005,Seong-hyun Garcia,2006-08-13,Dominican Republic,2025,Dominican Summer League,Position Player,19,515,0.22814497065262218,0.07942046394417976,0.1884711822993761,0.7233007354112891,0.28817852474088035,,,25.375952168319923,45.78986275168742
,Yun-seo Vargas,2004-07-03,South Korea,2022,KBO Futures,Position Player,18,172,0.24458642755565002,0.06732246001011874,0.1365716777193221,0.7228072445791441,0.3299072880025788,,,25.565630937971413,48.29670168517473
INT-0006,Yun-seo Vargas,2004-07-03,South Korea,2023,Independent,Position Player,19,-4,0.2648635518857064,0.08915720606968608,0.1710729000328375,0.7243214379773446,0.3089554322655773,,,26.32139936936184,43.480812811669495
INT-0006,Yun-seo Vargas,2004-07-03,South Korea,2024,Independent,Position Player,20,250,0.2353681574504913,0.04786609739896668,0.15048136360794082,0.7283489273725774,0.29398462801889014,,,26.55046284434357,41.10219416613909
INT-0006,Yun-seo Vargas,2004-07-03,South Korea,2025,KBO Futures,Position Player,21,149,0.25991006029330493,0.0966445619680732,0.16859213858135305,0.7285165468552925,0.3188066932921372,,,25.617275956975043,43.52983546409118
INT-0007,Seong-hyun Benitez,2002-08-04,DOM,2022,Complex League,Pitcher,20,152,0.1803468430692415,0.07240999915947209,,,,89.99527922682782,0.44152435853957667,,50.276953189262535
INT-0007,Seong-hyun Benitez,2002-08-04,Dominican Republic,2023,Complex League,Pitcher,21,531,0.18979995163333144,0.1230867947113384,,,,89.37291809572848,0.5105335673604311,,35.872156268759525
INT-0007,Seong-hyun Benitez,2002-08-04,Dominican Rep.,2024,Dominican Summer League,Pitcher,22,370,0.24608356678882906,0.07126402445088194,,,,89.5264250428867,0.5248133384294908,,53.27851613573911
INT-0007,Seong-hyun Benitez,2002-08-04,D.R.,2025,Dominican Summer League,Pitcher,23,606,0.2493192284647105,0.09530261550000524,,,,90.61303881090937,0.5273913522708066,,47.32367683478913
INT-0008,Carlos Castillo,2005-02-25,Japan,2023,Industrial League,Position Player,18,197,0.22705381892110302,0.06956662816568439,0.11050752302789059,0.7757350853767669,0.2952177526932033,,,25.87636036528978,56.84972230852575
INT-0008,Carlos Castillo,2005-02-25,Japan,2024,NPB Farm,Position Player,19,287,0.258837418543929,0.060382831602966654,0.14282733853504523,0.7965239917677754,0.28243133201834736,,,25.405662408156978,53.7834910497293
INT-0008,Carlos Castillo,2005-02-25,JPN,2025,Industrial League,Position Player,20,327,0.2512916239227177,0.10642471930434691,0.16318655943552632,0.7188721603993115,0.24729800127750518,,,26.878921900967175,49.475725382117815
INT-0009,Omar Castillo,2002-11-14,Dominican Republic,2022,Complex League,Position Player,20,461,0.22011054974344968,0.11151352112963914,0.12301118082559068,0.7643221223194564,0.2527621086097803,,,25.018899275851922,44.595502789862856
,Omar Castillo,2002-11-14,Dominican Republic,2023,Complex League,Position Player,21,397,0.20399966875045183,0.076975605876888,0.1919180519645567,0.7672571641367825,0.27618532643154176,,,25.974679914580197,45.75191090070766
INT-0009,Omar Castillo,2002-11-14,D.R.,2024,Complex League,Position Player,22,115,0.17143635779630625,0.12003369244953689,0.08765466757821014,0.7805628773984177,0.22075222981209233,,,24.38843057022997,49.621344244774164
INT-0009,Omar Castillo,2002-11-14,Dominican Republic,2025,Dominican Summer League,Position Player,23,451,0.18458634542370655,0.10364341917388697,0.15593402959605834,0.8070339079405243,0.2483085844780641,,,25.737204338371832,49.972962265331276
INT-0010,  Luis Han ,2005-04-22,Venezuela,2023,Complex League,Pitcher,18,510,0.21559647657914527,0.13962243170084176,,,,89.81521597706424,0.4241874095846282,,58.69190330485786
INT-0010,LUIS HAN,2005-04-22,Venezuela,2024,Complex League,Pitcher,19,377,0.19706644384790897,0.1621715430941425,,,,87.41223547307729,0.46197151660763575,,56.82935108512093
,Luis Han,2005-04-22,Venezuela,2025,Complex League,Pitcher,20,219,0.20097703234519726,0.12169179711868337,,,,89.4452272541399,0.4456269249639131,,47.21441118494775
INT-0011,Carlos Sato,2006-01-05,Dominican Republic,2023,Dominican Summer League,Position Player,17,473,0.24359855185991502,0.07487263882104093,0.1955269994990974,0.7322290058025508,0.28131316207917306,,,27.48419336724174,52.523872117881126
INT-0011,Carlos Sato,2006-01-05,Dominican Republic,2024,Complex League,Position Player,18,463,0.21634184007566853,0.09129964422118876,0.1910969415767962,0.7327520467776497,0.3090032247118653,,,26.73439559614071,59.7584116630906
INT-0011,Carlos Sato,2006-01-05,Dominican Republic,2025,Dominican Summer League,Position Player,19,125,0.19301055296409186,0.09548144403035222,0.22417296807580972,0.7597649014615976,0.2727964229324295,,,27.668661891428332,61.38892995182277
INT-0012,Luis Navarro,2000-12-12,Mexico,2022,Mexican League,Pitcher,22,356,0.19787705031234498,0.0825275886117721,,,,91.68915726698678,0.4730998868923582,,62.57350136339224
INT-0012,Luis Navarro,2000-12-12,Mexico,2023,Mexican Pacific League,Pitcher,23,375,0.26885480811151696,0.08729970398234035,,,,90.66168382008999,0.48991763401803357,,63.11635865266794
INT-0012,LUIS NAVARRO,2000-12-12,Mexico,2024,Mexican League,Pitcher,24,568,0.2130926661031689,0.0821781620902053,,,,90.58270320455122,0.5084434478949398,,77.31219258051172
,Luis Navarro,2000-12-12,Mexico,2025,Mexican Pacific League,Pitcher,25,588,0.256776465543112,0.08246077334703221,,,,91.00996513443565,0.5061378618709748,,70.35906818238821
INT-0013,Ji-ho Jimenez,2006-06-08,Venezuela,2022,Complex League,Position Player,16,217,0.1986822795419822,0.08363160903511546,0.11964641380344081,0.7228643906148833,0.3226715481604805,,,26.179898349814795,51.57296892656459
INT-0013,Ji-ho Jimenez,2006-06-08,Venezuela,2023,Dominican Summer League,Position Player,17,287,0.24500710435848336,0.07169981109571841,0.16531495264625082,0.7276531789200121,0.2924309208038347,,,25.710675161963433,38.97786877082845
INT-0013,Ji-ho Jimenez,2006-06-08,Venezuela,2024,Dominican Summer League,Position Player,18,476,0.20272987735650458,0.05333694943223349,0.1819588511898572,0.7579037891350541,0.2818741358992616,,,25.126955261495542,50.05559900813692
INT-0013,JI-HO JIMENEZ,2006-06-08,Venezuela,2025,Dominican Summer League,Position Player,19,432,0.20837712551945486,0.11912497054051283,0.18774549547917255,0.7589010769480043,0.27278241288598304,,,25.485450546405144,39.118889103604744
INT-0014,Esteban Tanaka,2001-02-17,Japan,2022,NPB Farm,Position Player,21,121,0.22526016722881295,0.05957037887990446,0.03375636797416556,0.7501598130063594,0.3431239570654447,,,23.988068931633414,36.6293833505141
INT-0014,Esteban Tanaka,2001-02-17,Japan,2023,NPB Farm,Position Player,22,412,0.2704983271273866,0.06067837461472834,0.10650656332663423,0.7018612619196404,0.30930898942642465,,,25.816970422257818,36.493203658412476
INT-0014,Esteban Tanaka,2001-02-17,Japan,2024,NPB Farm,Position Player,23,92,0.22408041351581398,0.07745306394318412,0.09123638374254275,0.7052617854634111,0.28620083894698023,,,24.596531573046352,44.8357719813607
INT-0014,Esteban Tanaka,2001-02-17,Japan,2025,NPB Farm,Position Player,24,147,0.23429661448874187,0.08001024311019139,0.09468530760643243,0.6799315232062376,0.34242102642571,,,25.331969303800328,49.25028258187878
INT-0015,Emilio Rojas,2007-04-27,Dominican Rep.,2025,Dominican Summer League,Position Player,18,303,0.2605509251755417,0.09491296044248532,0.17108447244333863,0.7377589763948876,0.2744664528915606,,,24.567323961300357,35.17571320980525
INT-0016,Esteban Han,1999-10-10,Mexico,2022,Mexican Pacific League,Pitcher,23,377,0.2479225148702534,0.06748567903592163,,,,91.95779928318731,0.49016797661239214,,71.82579040270234
,Esteban Han,1999-10-10,Mexico,2023,Mexican Pacific League,Pitcher,24,106,0.27134298057532386,0.05447389017822826,,,,91.7406133492051,0.4607123286585798,,63.23258321173425
INT-0016,ESTEBAN HAN,1999-10-10,Mexico,2024,Mexican League,Pitcher,25,118,0.24268049377904366,0.08491843870279986,,,,90.63412261470569,0.5018723423291763,,66.1152991675443
INT-0016,Esteban Han,1999-10-10,Mexico,2025,Mexican Pacific League,Pitcher,26,384,0.2776148723976971,0.10495625061140552,,,,91.96883088662004,0.5218732621588081,,66.29853720417334
INT-0017,Alejandro Dominguez,2005-03-10,Cuba,2023,Independent,Pitcher,18,534,0.1239252768495684,0.15324625981638837,,,,87.73939566226773,0.43067307755507567,,57.7095893246685
INT-0017,Alejandro Dominguez,2005-03-10,Cuba,2024,Cuban National Series,Pitcher,19,372,0.15861575441456152,0.12490406720799858,,,,87.41246926149964,0.45460915785172973,,52.38153477757454
INT-0017,Alejandro Dominguez,2005-03-10,CUB,2025,Independent,Pitcher,20,608,0.13836105550520864,0.0999503476295189,,,,86.43542239179448,0.46671845079986957,,49.16136105966915
INT-0018,Diego Herrera,2007-02-09,Dominican Republic,2025,Dominican Summer League,Position Player,18,578,0.29761056158494215,0.04575923979914237,0.11337996969073705,0.6820036528897142,0.36685317177670546,,,25.784685956758995,37.93454171019985
INT-0019,Jorge Dominguez,2007-04-04,Colombia,2024,Complex League,Pitcher,17,332,0.19801108409722823,0.0825701219651888,,,,91.275595770091,0.5236628898957085,,47.96589122839744
INT-0019,Jorge Dominguez,2007-04-04,Colombia,2025,Complex League,Pitcher,18,565,0.24525776759529236,0.07448495466507035,,,,90.68195491198772,0.5349162929269201,,43.26733902068942
INT-0020,DANIEL SATO,2005-06-01,Dominican Republic,2024,Complex League,Pitcher,19,226,0.29461267395578156,0.15265455233797331,,,,91.14269934815934,0.4484757592083874,,49.532617952276894
INT-0020,Daniel Sato,2005-06-01,D.R.,2025,Dominican Summer League,Pitcher,20,485,0.22951008398040207,0.09899609692907013,,,,94.08102568754731,0.4546988823238386,,34.67092001914415
INT-0021,Gabriel Park,2002-07-21,South Korea,2022,KBO Futures,Pitcher,20,323,0.15207940165237918,0.12723384172526925,,,,90.02542335362199,0.48866815999513247,,51.04445706050007
INT-0021,Gabriel Park,2002-07-21,South Korea,2023,KBO Futures,Pitcher,21,454,0.20862041756884608,0.10361017158043308,,,,88.73235088268714,0.44789178985562683,,52.19194120155061
INT-0021,Gabriel Park,2002-07-21,South Korea,2024,KBO Futures,Pitcher,22,552,0.16453519078677492,0.12089020427710875,,,,88.68907406708095,0.5001325228440704,,51.68276521158785
INT-0021,Gabriel Park,2002-07-21,South Korea,2025,KBO Futures,Pitcher,23,324,0.18917599419789383,0.12260051347287668,,,,88.85046160482989,0.4846079398528535,,51.30954044558091
INT-0022,Ruben Nakamura,2006-01-13,Cuba,2024,Cuban National Series,Pitcher,18,338,0.1556376940706232,0.06563209345874249,,,,90.73548598344128,0.551864853104606,,43.3055009357845
INT-0022,Ruben Nakamura,2006-01-13,Cuba,2025,Cuban National Series,Pitcher,19,170,0.21268184103896717,0.07586897401989517,,,,91.59589937186944,0.5659789159420011,,46.25816816875056
INT-0023,Rafael Estrada,2005-01-06,Dominican Republic,2022,Dominican Summer League,Pitcher,17,353,0.13798460589456368,0.11985933613102837,,,,86.46559116790165,0.4709856690523031,,58.5896928468177
INT-0023,Rafael Estrada,2005-01-06,Dominican Republic,2023,Dominican Summer League,Pitcher,18,406,0.08647813038043353,0.07450302237551293,,,,91.57335929147153,0.5020605149009194,,53.011801795862525
INT-0023,Rafael Estrada,2005-01-06,Dominican Republic,2024,Dominican Summer League,Pitcher,19,150,0.17591768454769066,0.10275982655195517,,,,87.91990960424464,0.46695502566390273,,50.18218218277641
INT-0023,Rafael Estrada,2005-01-06,Dominican Republic,2025,Dominican Summer League,Pitcher,20,549,0.09468195458227825,0.06584189465157711,,,,88.65358126321436,0.4831522258668293,,67.01934993910456
INT-0024,Ji-ho Choi,2007-03-07,Dominican Republic,2023,Dominican Summer League,Pitcher,16,115,0.26874357780605906,0.08428303176982949,,,,92.50807447230349,0.4737399229983203,,39.17240265648386
INT-0024,Ji-ho Choi,2007-03-07,D.R.,2024,Complex League,Pitcher,17,89,0.28316833862712665,0.08291655046745025,,,,91.6321246924539,0.44457698055724937,,42.54250555474871
INT-0024,Ji-ho Choi,2007-03-07,Dominican Republic,2025,Dominican Summer League,Pitcher,18,198,0.31843447603396746,0.12348633160287728,,,,92.28364291503097,0.42662772917244696,,42.544914280677446
INT-0025,REN DOMINGUEZ,2001-12-09,Cuba,2022,Independent,Position Player,21,351,0.25866115323086947,0.06653616045248353,0.0858913230299169,0.7716645180345183,0.30136826881483936,,,25.36116408211717,44.55565804583597
,Ren Dominguez,2001-12-09,Cuba,2023,Cuban National Series,Position Player,22,122,0.2183651832830839,0.09987699086192435,0.14218778501682028,0.7434446119608557,0.27542772024730133,,,25.68759458110017,49.90763603172876
INT-0025,REN DOMINGUEZ,2001-12-09,Cuba,2024,Cuban National Series,Position Player,23,619,0.21544202482636515,0.05872077608174531,0.1490226667331265,0.7604447715375717,0.30354941373135186,,,26.04068438129149,46.79969568379662
INT-0025,Ren Dominguez,2001-12-09,Cuba,2025,Independent,Position Player,24,179,0.20011669217740388,0.07979675089840932,0.20460498458443646,0.7695262184022539,0.27537549778888704,,,25.953060512625466,49.75659173619075
INT-0026,Seong-hyun Ramirez,2001-04-02,Venezuela,2022,Complex League,Position Player,21,429,0.26003717073084526,0.0791129090347604,0.02,0.7463211785556289,0.2846185160190945,,,27.280438895797108,62.35993311754808
INT-0026,Seong-hyun Ramirez,2001-04-02,Venezuela,2023,Dominican Summer League,Position Player,22,126,0.2487957587103543,0.0987748109853639,0.05954332596615069,0.7369330432092603,0.2851451785024984,,,27.31376884646027,63.86693657268466
INT-0026,Seong-hyun Ramirez,2001-04-02,Venezuela,2024,Dominican Summer League,Position Player,23,226,0.17708716217005915,0.1022119068099333,0.07767605287491582,0.7618315749911719,0.24736664339920283,,,28.542096451203435,61.65454717258668
INT-0026,Seong-hyun Ramirez,2001-04-02,Venezuela,2025,Complex League,Position Player,24,360,0.2867369397937649,0.09637281694734968,0.13283737788532474,0.7848417157226516,0.28746435027065254,,,26.738902919771405,70.43756976740464
INT-0027,Diego Tanaka,2005-11-24,Dominican Republic,2022,Complex League,Position Player,17,138,0.22051018065096462,0.09507825746099903,0.14791358055782747,0.7588523122480787,0.2690894888707419,,,26.546259078622292,63.594249194104314
INT-0027,Diego Tanaka,2005-11-24,DOM,2023,Complex League,Position Player,18,557,0.1846049342233585,0.06812358739212723,0.16432630168292137,0.7960071669404135,0.29998183836101955,,,26.273484984590223,48.83903588374565
INT-0027,Diego Tanaka,2005-11-24,Dominican Republic,2024,Complex League,Position Player,19,115,0.23917716960245716,0.08383708557405768,0.156696421156132,0.7526087377506991,0.29422700172755756,,,27.385830518001494,69.70145789813978
INT-0027,Diego Tanaka,2005-11-24,Dominican Republic,2025,Complex League,Position Player,20,275,0.21087774999995598,0.09419675679196463,0.1657754886271294,0.7570413195495141,0.274826037277845,,,27.50878018349776,53.48403891440576
INT-0028,Andres Lopez,2004-09-14,Japan,2023,NPB Farm,Pitcher,19,286,0.17963683313413537,0.11037258007874207,,,,88.44485846637993,0.5182331770101852,,52.754849646484104
INT-0028,Andres Lopez,2004-09-14,Japan,2024,NPB Farm,Pitcher,20,233,0.14491220765620627,0.060382514161882145,,,,88.63591473315246,0.4644191459844232,,52.776213176776736
INT-0028,Andres Lopez,2004-09-14,Japan,2025,Industrial League,Pitcher,21,165,0.18787063898558087,0.048348023054783223,,,,88.70484750394186,0.5092009316642826,,61.22783580848343
,Omar Rojas,2003-10-27,Korea,2022,KBO Futures,Position Player,19,171,0.2901086451020888,0.05396338155946094,0.07130620361730691,0.7611132750018105,0.2626315065808838,,,24.608316054072034,37.62232631711279
INT-0029,Omar Rojas,2003-10-27,Korea,2023,KBO Futures,Position Player,20,245,0.21192110582081644,0.08433104697632456,0.05573948378966797,0.7280046358026186,0.3482754921359942,,,25.088953875932663,34.76988592501511
INT-0029,Omar Rojas,2003-10-27,South Korea,2024,KBO Futures,Position Player,21,598,0.24264040262851447,0.09351831503822507,0.056457532378917055,0.7282866934360154,0.296398821628802,,,24.61834388999263,39.75568660344549
INT-0029,Omar Rojas,2003-10-27,South Korea,2025,KBO Futures,Position Player,22,519,0.2521638929210736,0.0967039361241255,0.05126642240254921,0.7197661265903184,0.26391889687997483,,,24.47110918448879,41.136070074416914
INT-0030,Adrian Vargas,2005-10-25,Venezuela,2024,Dominican Summer League,Position Player,19,281,0.29334569630555196,0.055627693583767956,0.1779698452316558,0.7310750505224648,0.3764061557445311,,,26.03740685670961,40.46078694811315
,ADRIAN VARGAS,2005-10-25,Venezuela,2025,Complex League,Position Player,20,363,0.2588732620937513,0.07583339131478495,0.1828482005411024,0.6406922644113251,0.3392676706310801,,,25.709901456197006,50.575134405649855
INT-0031,Kaito Perez,2005-05-20,South Korea,2024,KBO Futures,Position Player,19,161,0.26130541577169053,0.10118388154710725,0.13450585430861967,0.7741512490115439,0.3204676949618422,,,25.753682462370314,38.53668043841659
INT-0031,Kaito Perez,2005-05-20,South Korea,2025,Independent,Position Player,20,144,0.18596494189699547,0.09637921800167365,0.09752905273016343,0.7515237837026503,0.27617194030184805,,,25.137451624937437,39.74868851825962
INT-0032,Nicolas Ramirez,2000-07-26,Venezuela,2022,Dominican Summer League,Position Player,22,356,0.2399954000051891,0.10708217819743719,0.09303707333682826,0.749173658071328,0.23587457007012094,,,26.73915721611811,60.41652973298955
INT-0032,Nicolas Ramirez,2000-07-26,Venezuela,2023,Dominican Summer League,Position Player,23,160,0.2290547799826421,0.0965909341685147,0.11269690957724071,0.7403694889470913,0.2797294271898438,,,25.74298823531549,44.98522277647024
INT-0032,Nicolas Ramirez,2000-07-26,Venezuela,2024,Complex League,Position Player,24,236,0.13942008431428365,0.08871714496039732,0.11577377080470473,0.7658141017089184,0.2857850710043913,,,26.7415379698182,47.409384077724475
,Nicolas Ramirez,2000-07-26,Venezuela,2025,Complex League,Position Player,25,239,0.21287780204560985,0.10390202144879006,0.15482800409560948,0.7552452077080928,0.2875848420878355,,,24.994901986385514,51.08226450111566
INT-0033,Felix Choi,2003-08-01,Mexico,2022,Mexican League,Pitcher,19,585,0.23217845814283872,0.08232341965051329,,,,88.15527028203476,0.49628996479048654,,35.68449421757052
INT-0033,FELIX CHOI,2003-08-01,MEX,2023,Mexican League,Pitcher,20,501,0.18621959498762777,0.08290482846431634,,,,90.6256668268514,0.4764649461863742,,30.564237398647666
INT-0033,Felix Choi,2003-08-01,Mexico,2024,Mexican Pacific League,Pitcher,21,202,0.20678919028368173,0.05207778562247094,,,,91.21064354202909,0.4943199882813551,,43.52959661260993
INT-0033,Felix Choi,2003-08-01,Mexico,2025,Mexican League,Pitcher,22,258,0.22860044830588094,0.08439345711037394,,,,88.34898301954031,0.5482854261431018,,42.604920146516875
,Mateo Quintero,2002-12-02,South Korea,2022,KBO Futures,Pitcher,20,113,0.1517793818127768,0.06700582312548814,,,,86.66030170756227,0.48162292275864704,,51.494132968682145
INT-0034,Mateo Quintero,2002-12-02,KOR,2023,Independent,Pitcher,21,556,0.15194468922929164,0.09271706252663127,,,,89.69467880160109,0.49746465950018043,,56.79674449068755
,  Mateo Quintero ,2002-12-02,South Korea,2024,KBO Futures,Pitcher,22,604,0.18492688558654857,0.09012268439001381,,,,88.97455932454214,0.4662739532295521,,60.5046085592724
INT-0034,MATEO QUINTERO,2002-12-02,South Korea,2025,Independent,Pitcher,23,249,0.23965192200880595,0.07266522985208203,,,,90.85922628309196,0.48603052118001144,,56.69141108110011
INT-0035,Esteban Herrera,2006-03-01,Dominican Republic,2025,Complex League,Position Player,19,192,0.24839493453316883,0.08952770889151732,0.10924724750076717,0.6987528171266358,0.2898840486627128,,,25.970778010748155,47.95556873362331
INT-0036,GABRIEL CHOI,2007-12-04,Dominican Republic,2025,Complex League,Position Player,18,549,0.2575671714622853,0.1005022760740397,0.169915693586683,0.7296869436809161,0.2707616553649389,,,26.275700842087595,48.18310806951876
INT-0037,Seong-hyun Nakamura,1999-09-15,Dominican Rep.,2022,Dominican Summer League,Pitcher,23,135,0.19401880240861039,0.11669150127785577,,,,85.93478543635584,0.48073467831651984,,37.59293035575612
INT-0037,Seong-hyun Nakamura,1999-09-15,Dominican Republic,2023,Dominican Summer League,Pitcher,24,207,0.13947802203560858,0.0941594592708448,,,,87.51384531425991,0.5264830135935938,,45.04307964797013
INT-0037,Seong-hyun Nakamura,1999-09-15,Dominican Republic,2024,Complex League,Pitcher,25,385,0.10780982910179199,0.0841038523496607,,,,86.92194238953034,0.4780592400307859,,49.96432645945036
INT-0037,SEONG-HYUN NAKAMURA,1999-09-15,Dominican Republic,2025,Complex League,Pitcher,26,523,0.16791936546991304,0.08628407623347938,,,,85.84288215686713,0.48283249996223804,,41.37923549415791
INT-0038,Jorge Fernandez,2002-12-16,Dominican Republic,2022,Complex League,Pitcher,20,184,0.11881836896134781,0.09968176156172753,,,,91.19335629363019,0.42322374756089787,,53.19275202033755
INT-0038,Jorge Fernandez,2002-12-16,Dominican Republic,2023,Dominican Summer League,Pitcher,21,344,0.2262384278863898,0.10528568130714763,,,,91.98573048406608,0.48730585134272686,,48.69115235577615
INT-0038,Jorge Fernandez,2002-12-16,Dominican Republic,2024,Complex League,Pitcher,22,474,0.18724762669190295,0.12957946970100237,,,,91.03471509077511,0.4536395150580005,,50.01613394494758
INT-0038,Jorge Fernandez,2002-12-16,Dominican Republic,2025,Complex League,Pitcher,23,408,0.24573358097953527,0.0887511293750848,,,,90.13677494916769,0.5332630389600834,,53.005552508937974
INT-0039,Nicolas Yamamoto,2000-02-13,Japan,2022,Industrial League,Position Player,22,129,0.18922852689419903,0.10250743692480929,0.23207552463055534,0.7518446171412885,0.26280197206883116,,,28.062314455847076,66.60798421008404
INT-0039,  Nicolas Yamamoto ,2000-02-13,Japan,2023,NPB Farm,Position Player,23,424,0.19997970859464478,0.12724126923105908,0.16770098525862231,0.7860576793405935,0.22294376488013945,,,27.271580994680775,65.95768847284295
INT-0039,Nicolas Yamamoto,2000-02-13,Japan,2024,Industrial League,Position Player,24,159,0.17435091840247827,0.08664716909046102,0.10758875734611162,0.7799277671820499,0.21399979094243554,,,27.908423345767154,71.19695955045846
INT-0039,Nicolas Yamamoto,2000-02-13,Japan,2025,Industrial League,Position Player,25,411,0.19682937946466217,0.12035540075667438,0.1827047180404136,0.7458433458689734,0.2764036123470491,,,27.916424799022437,72.9897511524587
INT-0040,Ji-ho Mori,2000-05-23,Mexico,2022,Mexican Pacific League,Position Player,22,500,0.289631505326368,0.042794540975841705,0.023490424577505064,0.7531859783871759,0.30893043889646155,,,25.477915352057273,41.91769305373496
INT-0040,Ji-ho Mori,2000-05-23,Mexico,2023,Mexican Pacific League,Position Player,23,208,0.2821498808063707,0.08156483037753005,0.08706904305548008,0.7110789220482108,0.400773927410191,,,26.318506674800886,48.39498584251947
INT-0040,Ji-ho Mori,2000-05-23,MEX,2024,Mexican League,Position Player,24,527,0.27656441049298064,0.053036487549691126,0.07489624336420324,0.6820303377239348,0.2777156706512524,,,25.788512917023738,49.82659495683409
INT-0040,Ji-ho Mori,2000-05-23,Mexico,2025,Mexican League,Position Player,25,183,0.21375668318387797,0.04446085370312178,0.09146807458481239,0.6997372873304858,0.3318749130393477,,,26.353485697670557,44.55401109736935
INT-0041,Isaac Vargas,2004-08-17,JPN,2022,NPB Farm,Position Player,18,145,0.26278728962777914,0.06987836365182223,0.11652644280206095,0.7317261073897401,0.2993018015115272,,,25.28042972259987,42.76121593676383
INT-0041,Isaac Vargas,2004-08-17,Japan,2023,Industrial League,Position Player,19,260,0.1854681936623552,0.10049029622974331,0.1957874746158758,0.7646568585863317,0.3083012877646841,,,24.605235331290913,41.09406393267883
INT-0041,Isaac Vargas,2004-08-17,Japan,2024,NPB Farm,Position Player,20,429,0.23219248199789466,0.1207283717646411,0.18166351997790986,0.7709617742264239,0.25913528517405426,,,25.96459352929208,45.309840600118704
